customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,has_zero_balance,age_group,tenure_group,inactive_with_one_product,credit_score_band
15748608,612,Germany,Male,42,5,141927.1,1,yes,yes,43018.98,no,no,35-44,3-5,no,Fair
15723864,828,Spain,Male,47,1,109876.82,2,yes,no,83611.45,yes,no,45-54,1-2,no,Excellent
15802390,724,France,Female,34,2,0.0,2,yes,yes,118863.38,no,yes,25-34,1-2,no,Good
15774336,648,Germany,Male,44,9,111369.79,2,yes,yes,91947.74,no,no,35-44,6-10,no,Fair
15648766,569,Spain,Male,35,3,116969.35,1,no,no,94488.82,no,no,25-34,3-5,yes,Poor
15659094,765,Germany,Female,34,8,136729.51,2,no,no,47058.21,no,no,25-34,6-10,no,Very Good
15606397,577,Germany,Female,44,1,152086.15,1,no,yes,44719.5,yes,no,35-44,1-2,no,Poor
15642619,603,Spain,Male,46,2,0.0,2,yes,no,174478.54,no,yes,45-54,1-2,no,Fair
15666032,568,Spain,Male,28,1,127289.28,1,no,no,45611.51,no,no,25-34,1-2,yes,Poor
15595842,748,Germany,Male,45,2,119852.01,1,no,no,73853.94,yes,no,35-44,1-2,yes,Very Good
15753837,573,Spain,Male,38,4,0.0,2,yes,yes,196517.43,no,yes,35-44,3-5,no,Poor
15783882,771,Spain,Female,41,5,0.0,2,no,yes,92914.67,no,yes,35-44,3-5,no,Very Good
15799790,763,France,Male,35,9,0.0,1,yes,yes,31372.91,no,yes,25-34,6-10,no,Very Good
15628155,410,France,Female,35,7,117183.74,1,yes,yes,109733.73,no,no,25-34,6-10,no,Poor
15703778,728,France,Male,33,8,129907.63,1,no,yes,36083.96,no,no,25-34,6-10,no,Good
15722322,655,Spain,Female,78,2,0.0,2,no,yes,188435.38,no,yes,65+,1-2,no,Fair
15639278,580,Germany,Female,36,6,145387.32,2,yes,yes,169963.2,yes,no,35-44,6-10,no,Poor
15568487,712,France,Male,35,7,124616.23,1,yes,yes,69320.97,no,no,25-34,6-10,no,Good
15682084,680,France,Male,31,9,0.0,2,yes,no,36145.53,no,yes,25-34,6-10,no,Good
15642821,383,Spain,Female,48,8,95808.19,1,no,no,137702.01,yes,no,45-54,6-10,yes,Poor
15601387,721,France,Male,35,10,0.0,2,yes,no,71594.26,no,yes,25-34,6-10,no,Good
15642515,620,France,Female,42,1,0.0,2,no,yes,65565.92,no,yes,35-44,1-2,no,Fair
15710421,774,Spain,Female,36,8,117152.3,1,no,no,101828.39,no,no,35-44,6-10,yes,Very Good
15726774,563,France,Male,35,3,106250.72,1,no,no,39546.32,no,no,25-34,3-5,yes,Poor
15649078,850,Germany,Female,27,8,111837.78,2,yes,yes,110805.79,no,no,25-34,6-10,no,Excellent
15641877,681,France,Male,47,9,97023.21,1,yes,yes,2168.13,no,no,45-54,6-10,no,Good
15796496,631,France,Female,31,8,137687.72,1,yes,no,190067.12,no,no,25-34,6-10,yes,Fair
15815690,614,Spain,Female,40,3,113348.5,1,yes,yes,77789.01,no,no,35-44,3-5,no,Fair
15631739,704,Spain,Male,24,10,122109.78,1,yes,yes,127654.37,no,no,<25,6-10,no,Good
15625584,786,France,Male,32,2,120452.4,2,no,no,79602.86,no,no,25-34,1-2,no,Very Good
15802466,534,France,Female,53,7,0.0,2,yes,yes,80619.17,no,yes,45-54,6-10,no,Poor
15697028,590,Spain,Male,34,0,65812.35,2,no,yes,160346.3,no,no,25-34,0,no,Fair
15575759,583,Spain,Female,40,3,54428.37,1,yes,no,109638.78,yes,no,35-44,3-5,yes,Fair
15567442,656,France,Female,75,3,0.0,2,yes,yes,1276.87,no,yes,65+,3-5,no,Fair
15746805,597,France,Male,33,9,0.0,2,yes,no,49374.82,no,yes,25-34,6-10,no,Fair
15636330,588,Germany,Female,48,1,143279.58,2,yes,no,31580.8,yes,no,45-54,1-2,no,Fair
15714970,667,Germany,Male,32,0,103846.65,1,yes,no,20560.69,no,no,25-34,0,yes,Fair
15653784,627,France,Male,37,2,125190.86,1,no,yes,84584.69,no,no,35-44,1-2,no,Fair
15693543,708,France,Female,33,8,0.0,2,no,yes,15246.83,no,yes,25-34,6-10,no,Good
15773283,641,France,Male,65,6,38340.02,1,yes,no,32607.77,yes,no,55-64,6-10,yes,Fair
15742534,527,Germany,Female,28,2,123802.98,2,yes,yes,155846.69,no,no,25-34,1-2,no,Poor
15569878,592,France,Male,37,3,96651.03,1,yes,yes,3232.82,no,no,35-44,3-5,no,Fair
15729454,465,France,Male,33,8,0.0,2,yes,no,177668.55,no,yes,25-34,6-10,no,Poor
15578375,628,France,Male,39,6,0.0,2,no,no,134441.6,no,yes,35-44,6-10,no,Fair
15785559,678,France,Male,43,1,133237.21,1,yes,no,111032.79,yes,no,35-44,1-2,yes,Good
15649414,570,France,Female,61,6,142105.35,1,yes,yes,45214.04,no,no,55-64,6-10,no,Poor
15701605,815,France,Male,37,1,166115.42,1,yes,no,67208.3,no,no,35-44,1-2,yes,Excellent
15686696,817,France,Female,37,6,81070.34,2,yes,no,80985.88,no,no,35-44,6-10,no,Excellent
15625586,717,France,Male,35,4,0.0,1,yes,yes,167573.06,no,yes,25-34,3-5,no,Good
15654975,641,France,Female,53,0,123835.52,2,no,yes,160110.65,no,no,45-54,0,no,Fair
15782993,624,France,Male,51,10,123401.43,2,yes,yes,127825.25,no,no,45-54,6-10,no,Fair
15774382,579,Germany,Male,49,4,169377.31,1,yes,yes,123535.05,no,no,45-54,3-5,no,Poor
15689602,698,France,Male,38,2,130015.24,1,yes,yes,41595.3,no,no,35-44,1-2,no,Good
15756155,645,France,Male,32,4,0.0,2,no,yes,97628.08,no,yes,25-34,3-5,no,Fair
15812647,691,France,Male,34,8,133936.04,2,yes,no,91359.79,no,no,25-34,6-10,no,Good
15736043,638,France,Male,34,6,114543.27,1,yes,yes,97755.29,no,no,25-34,6-10,no,Fair
15696744,705,France,Female,31,3,119794.67,1,no,no,182528.44,no,no,25-34,3-5,yes,Good
15602572,720,France,Male,33,9,0.0,2,yes,yes,142956.48,no,yes,25-34,6-10,no,Good
15674765,553,Spain,Male,44,4,0.0,1,yes,no,10789.3,no,yes,35-44,3-5,yes,Poor
15678725,658,France,Female,29,8,0.0,2,no,yes,130461.09,no,yes,25-34,6-10,no,Fair
15694444,648,Germany,Female,32,8,157138.99,3,yes,no,190994.48,yes,no,25-34,6-10,no,Fair
15795878,636,Spain,Male,45,3,0.0,2,yes,yes,159463.8,no,yes,35-44,3-5,no,Fair
15735346,527,Germany,Female,41,10,136733.24,1,yes,yes,57589.29,no,no,35-44,6-10,no,Poor
15687094,717,Germany,Female,28,9,82498.14,2,no,no,40437.67,no,no,25-34,6-10,no,Good
15790067,614,Spain,Male,39,3,151914.93,1,no,no,56459.45,no,no,35-44,3-5,yes,Fair
15605742,737,France,Male,43,0,80090.93,1,yes,no,39920.0,yes,no,35-44,0,yes,Good
15566740,587,Spain,Male,51,3,83739.32,1,no,yes,148798.45,no,no,45-54,3-5,no,Fair
15664897,682,France,Female,35,2,181166.44,1,yes,yes,63737.19,yes,no,25-34,1-2,no,Good
15585777,710,France,Male,38,3,130588.82,1,yes,yes,154997.64,no,no,35-44,3-5,no,Good
15650864,507,France,Male,42,6,0.0,2,yes,no,34777.23,no,yes,35-44,6-10,no,Poor
15806709,609,Germany,Male,33,6,94126.67,1,no,no,93718.16,no,no,25-34,6-10,yes,Fair
15633818,786,France,Male,32,9,0.0,2,yes,no,133112.41,no,yes,25-34,6-10,no,Very Good
15713845,688,France,Male,38,7,148045.68,1,yes,no,175479.92,yes,no,35-44,6-10,yes,Good
15639662,710,France,Male,38,2,0.0,2,yes,no,96.27,no,yes,35-44,1-2,no,Good
15567013,779,Spain,Male,33,3,0.0,2,yes,no,30804.68,no,yes,25-34,3-5,no,Very Good
15777784,733,France,Female,44,6,168165.84,1,no,yes,197193.49,no,no,35-44,6-10,no,Good
15800251,583,Germany,Female,26,10,72835.56,2,yes,no,96792.15,no,no,25-34,6-10,no,Fair
15651315,627,France,Male,41,3,0.0,2,yes,no,132719.8,no,yes,35-44,3-5,no,Fair
15651450,666,Germany,Male,31,3,123212.08,2,yes,yes,112157.31,no,no,25-34,3-5,no,Fair
15784218,620,Spain,Male,38,0,0.0,2,yes,yes,38015.34,no,yes,35-44,0,no,Fair
15572398,614,Spain,Female,39,6,0.0,2,yes,yes,164018.98,no,yes,35-44,6-10,no,Fair
15707962,606,France,Male,40,6,119501.88,2,yes,no,46774.94,no,no,35-44,6-10,no,Fair
15705663,700,Germany,Female,39,5,144550.83,2,yes,yes,189664.43,no,no,35-44,3-5,no,Good
15645355,677,Germany,Male,34,3,126729.41,1,yes,yes,26106.39,yes,no,25-34,3-5,no,Good
15729557,850,Germany,Male,36,5,119984.07,1,yes,no,191535.11,yes,no,35-44,3-5,yes,Excellent
15631436,564,France,Male,35,4,0.0,1,yes,no,158937.55,no,yes,25-34,3-5,yes,Poor
15583073,771,Spain,Female,56,2,0.0,1,yes,yes,25222.6,yes,yes,55-64,1-2,no,Very Good
15614361,620,Spain,Male,42,9,121490.05,1,yes,yes,29296.74,no,no,35-44,6-10,no,Fair
15724684,610,Spain,Male,46,5,91897.8,1,yes,no,54394.28,no,no,45-54,3-5,yes,Fair
15700083,609,Spain,Male,39,2,139443.75,2,yes,no,9234.06,no,no,35-44,1-2,no,Fair
15636541,683,Germany,Male,35,5,144961.97,1,no,yes,26796.73,no,no,25-34,3-5,no,Good
15796015,633,Germany,Male,42,3,126041.02,1,no,yes,11796.89,no,no,35-44,3-5,no,Fair
15787222,676,Germany,Male,28,1,69459.05,2,yes,yes,128461.29,no,no,25-34,1-2,no,Good
15594270,693,France,Male,38,7,198338.77,2,yes,yes,14278.18,no,no,35-44,6-10,no,Good
15701524,709,France,Male,36,0,0.0,2,yes,no,46811.77,no,yes,35-44,0,no,Good
15645847,569,Germany,Male,35,2,109196.66,3,yes,no,109393.19,yes,no,25-34,1-2,no,Poor
15708867,684,Spain,Female,38,3,134168.5,3,yes,no,3966.5,yes,no,35-44,3-5,no,Good
15613140,565,France,Male,34,6,0.0,1,yes,yes,63173.64,no,yes,25-34,6-10,no,Poor
15628893,681,France,Male,29,8,0.0,1,yes,no,66367.33,no,yes,25-34,6-10,yes,Good
15764073,503,Spain,Female,36,9,0.0,2,yes,yes,16274.67,no,yes,35-44,6-10,no,Poor
15782879,656,France,Male,40,2,0.0,2,yes,yes,180553.48,no,yes,35-44,1-2,no,Fair
15635964,566,Germany,Male,65,4,120100.41,1,yes,no,107563.16,yes,no,55-64,3-5,yes,Poor
15726087,592,France,Female,62,5,0.0,1,yes,yes,100941.57,no,yes,55-64,3-5,no,Fair
15726313,687,Spain,Female,50,5,0.0,2,yes,no,110230.4,no,yes,45-54,3-5,no,Good
15578073,686,Spain,Male,22,8,0.0,2,no,no,142331.85,no,yes,<25,6-10,no,Good
15786249,616,Spain,Male,30,2,0.0,2,yes,no,199099.51,no,yes,25-34,1-2,no,Fair
15812850,494,Spain,Male,67,5,0.0,2,yes,yes,85890.16,no,yes,65+,3-5,no,Poor
15596972,534,France,Male,38,3,0.0,1,no,no,143938.27,no,yes,35-44,3-5,yes,Poor
15620579,695,Spain,Female,31,8,0.0,2,no,yes,131644.41,no,yes,25-34,6-10,no,Good
15768270,579,Spain,Female,31,9,0.0,2,yes,no,112395.98,no,yes,25-34,6-10,no,Poor
15656597,432,Germany,Male,38,2,135559.8,2,yes,yes,71856.3,no,no,35-44,1-2,no,Poor
15699446,816,Germany,Female,25,2,150355.35,2,yes,yes,35770.84,no,no,<25,1-2,no,Excellent
15615004,730,France,Female,37,1,0.0,2,yes,yes,124364.63,no,yes,35-44,1-2,no,Good
15704771,593,France,Female,35,6,133489.12,2,yes,yes,78101.29,no,no,25-34,6-10,no,Fair
15588372,715,Germany,Female,37,9,105489.31,1,no,no,143096.49,yes,no,35-44,6-10,yes,Good
15681439,775,Germany,Male,25,10,60205.2,2,yes,no,14073.11,no,no,<25,6-10,no,Very Good
15607509,539,France,Male,38,5,0.0,2,yes,no,47388.41,no,yes,35-44,3-5,no,Poor
15670343,576,Spain,Male,19,6,0.0,2,no,no,72306.07,no,yes,<25,6-10,no,Poor
15597968,617,Spain,Male,50,7,0.0,1,yes,no,184839.7,yes,yes,45-54,6-10,yes,Fair
15658432,688,France,Male,40,6,0.0,1,yes,yes,47886.44,no,yes,35-44,6-10,no,Good
15616431,608,France,Male,33,4,0.0,1,no,yes,130474.03,no,yes,25-34,3-5,no,Fair
15796957,597,Spain,Male,35,9,0.0,3,no,yes,73181.39,yes,yes,25-34,6-10,no,Fair
15815552,670,France,Female,42,6,112333.63,1,yes,yes,65706.86,no,no,35-44,6-10,no,Fair
15631871,616,Germany,Female,57,7,116936.81,1,yes,yes,104379.36,no,no,55-64,6-10,no,Fair
15635870,579,Germany,Female,50,5,117721.02,1,no,yes,192146.63,yes,no,45-54,3-5,no,Poor
15596713,786,France,Male,37,7,165896.22,2,yes,yes,66977.68,no,no,35-44,6-10,no,Very Good
15684211,704,Spain,Female,44,9,153656.85,1,yes,no,158742.81,no,no,35-44,6-10,yes,Good
15760521,796,France,Female,50,1,94164.0,1,yes,yes,189414.74,no,no,45-54,1-2,no,Very Good
15608408,598,Spain,Male,39,1,0.0,2,yes,no,159130.32,no,yes,35-44,1-2,no,Fair
15804721,602,France,Male,49,0,191808.73,1,no,no,97640.2,no,no,45-54,0,yes,Fair
15730272,619,France,Male,58,5,152199.33,1,yes,yes,86022.09,no,no,55-64,3-5,no,Fair
15741988,492,Germany,Female,52,8,125396.24,1,yes,no,10014.72,yes,no,45-54,6-10,yes,Poor
15771728,641,Germany,Male,41,7,104405.54,3,yes,no,17384.21,no,no,35-44,6-10,no,Fair
15605113,518,France,Female,27,1,133801.49,1,yes,yes,143315.57,no,no,25-34,1-2,no,Poor
15661945,623,Spain,Female,40,4,0.0,3,yes,no,31669.18,no,yes,35-44,3-5,no,Fair
15783816,733,France,Female,28,5,0.0,2,no,no,12761.16,no,yes,25-34,3-5,no,Good
15721207,625,Germany,Male,42,6,100047.33,1,yes,no,93429.95,no,no,35-44,6-10,yes,Fair
15764072,759,France,Female,31,1,109848.6,1,yes,yes,42012.55,no,no,25-34,1-2,no,Very Good
15689412,604,France,Female,32,7,127849.38,1,yes,no,15798.7,no,no,25-34,6-10,yes,Fair
15798385,512,Spain,Female,46,3,0.0,2,yes,yes,56408.14,no,yes,45-54,3-5,no,Poor
15775339,520,France,Female,29,8,95947.76,1,yes,no,4696.44,no,no,25-34,6-10,yes,Poor
15585256,805,Spain,Male,26,2,0.0,2,yes,yes,25042.1,no,yes,25-34,1-2,no,Excellent
15797329,626,France,Male,43,4,137638.69,1,yes,no,130442.08,yes,no,35-44,3-5,yes,Fair
15780220,656,France,Male,38,10,0.0,1,yes,yes,136521.82,no,yes,35-44,6-10,no,Fair
15648951,785,Spain,Male,41,7,0.0,2,yes,yes,199108.88,no,yes,35-44,6-10,no,Very Good
15752409,553,France,Male,31,6,0.0,2,no,no,124596.63,no,yes,25-34,6-10,no,Poor
15807524,569,France,Female,44,4,0.0,2,no,no,134394.78,no,yes,35-44,3-5,no,Poor
15766649,670,France,Male,38,10,89416.99,1,no,no,144275.39,no,no,35-44,6-10,yes,Fair
15696812,586,Spain,Male,42,6,0.0,2,yes,yes,123410.23,no,yes,35-44,6-10,no,Fair
15581295,617,Spain,Female,45,1,0.0,1,yes,no,143298.06,no,yes,35-44,1-2,yes,Fair
15663234,508,France,Female,60,7,143262.04,1,yes,yes,129562.74,no,no,55-64,6-10,no,Poor
15741417,624,Spain,Female,35,7,119656.45,2,yes,yes,4595.05,no,no,25-34,6-10,no,Fair
15695174,654,France,Male,29,4,132954.64,1,yes,yes,146715.07,no,no,25-34,3-5,no,Fair
15665168,681,Germany,Female,44,3,105206.7,2,yes,yes,163558.36,no,no,35-44,3-5,no,Good
15601503,578,Spain,Male,28,4,0.0,2,no,no,6947.09,no,yes,25-34,3-5,no,Poor
15706131,621,Spain,Female,37,9,83061.26,2,yes,no,9170.54,no,no,35-44,6-10,no,Fair
15782758,632,France,Male,40,5,147650.68,1,yes,yes,199674.83,no,no,35-44,3-5,no,Fair
15591091,644,France,Male,44,5,73348.56,1,yes,no,157166.79,yes,no,35-44,3-5,yes,Fair
15715877,821,France,Male,28,2,0.0,2,yes,no,46072.52,no,yes,25-34,1-2,no,Excellent
15756918,754,France,Female,38,2,0.0,2,no,no,3524.69,no,yes,35-44,1-2,no,Very Good
15746662,568,Spain,Female,27,1,116320.68,1,no,yes,45563.94,no,no,25-34,1-2,no,Poor
15626679,584,France,Male,33,3,0.0,2,no,yes,59103.13,no,yes,25-34,3-5,no,Fair
15793343,549,France,Female,29,8,0.0,2,yes,yes,189558.44,no,yes,25-34,6-10,no,Poor
15576774,729,France,Female,38,7,0.0,2,no,no,45779.9,no,yes,35-44,6-10,no,Good
15801316,523,France,Male,61,8,66250.71,1,yes,yes,21859.06,no,no,55-64,6-10,no,Poor
15800514,477,Germany,Female,24,2,95675.62,2,no,no,162699.7,yes,no,<25,1-2,no,Poor
15662232,675,Germany,Male,42,2,92616.64,2,yes,no,8567.18,no,no,35-44,1-2,no,Good
15737778,782,Spain,Female,41,4,0.0,1,yes,no,132943.88,no,yes,35-44,3-5,yes,Very Good
15782096,616,Spain,Female,36,6,0.0,1,yes,yes,12916.32,yes,yes,35-44,6-10,no,Fair
15783522,738,Spain,Female,37,8,100565.94,1,yes,yes,128799.86,no,no,35-44,6-10,no,Good
15785373,717,Spain,Female,42,5,190305.78,1,yes,no,99347.8,yes,no,35-44,3-5,yes,Good
15756272,526,Germany,Female,35,9,118536.4,1,yes,no,40980.87,yes,no,25-34,6-10,yes,Poor
15615245,660,France,Male,19,5,127649.64,1,yes,yes,40368.65,no,no,<25,3-5,no,Fair
15600174,525,France,Male,35,7,165358.77,1,no,yes,94738.54,no,no,25-34,6-10,no,Poor
15752956,629,Spain,Male,29,6,0.0,2,yes,yes,88842.8,no,yes,25-34,6-10,no,Fair
15644882,616,Germany,Female,36,10,78249.53,1,yes,no,136934.91,no,no,35-44,6-10,yes,Fair
15766272,521,Germany,Female,61,0,125193.96,1,yes,yes,109356.53,no,no,55-64,0,no,Poor
15800620,691,France,Female,29,9,0.0,2,no,no,199635.93,no,yes,25-34,6-10,no,Good
15569764,687,Germany,Female,41,2,154007.21,1,yes,no,158408.23,no,no,35-44,1-2,yes,Good
15747458,677,Spain,Female,43,3,133214.88,2,yes,yes,95936.84,no,no,35-44,3-5,no,Good
15573171,695,Spain,Male,63,1,146202.93,1,yes,yes,126688.83,yes,no,55-64,1-2,no,Good
15736769,663,France,Female,27,9,0.0,2,yes,no,150850.29,no,yes,25-34,6-10,no,Fair
15763381,496,France,Male,30,0,90963.49,1,no,yes,27802.0,no,no,25-34,0,no,Poor
15814430,747,Spain,Male,41,9,0.0,1,yes,no,32430.94,yes,yes,35-44,6-10,yes,Very Good
15638607,546,France,Female,52,2,0.0,1,yes,no,137332.37,yes,yes,45-54,1-2,yes,Poor
15737133,706,Spain,Male,68,4,114386.85,1,yes,yes,28601.68,no,no,65+,3-5,no,Good
15613945,472,France,Female,26,5,0.0,2,yes,no,108411.66,no,yes,25-34,3-5,no,Poor
15659937,703,France,Female,40,7,0.0,2,no,yes,122518.5,no,yes,35-44,6-10,no,Good
15765287,850,France,Female,38,2,0.0,2,yes,no,9015.07,no,yes,35-44,1-2,no,Excellent
15661723,667,Spain,Male,71,4,137260.78,1,no,yes,94433.08,yes,no,65+,3-5,no,Fair
15766064,559,France,Male,33,9,111060.05,2,yes,no,110371.84,no,no,25-34,6-10,no,Poor
15649616,636,Spain,Male,60,7,124447.73,1,yes,yes,141364.62,yes,no,55-64,6-10,no,Fair
15719017,672,France,Female,34,8,0.0,2,yes,yes,16245.25,no,yes,25-34,6-10,no,Good
15720919,667,France,Male,42,7,0.0,1,no,yes,108348.94,yes,yes,35-44,6-10,no,Fair
15706706,648,Germany,Male,33,7,135310.41,2,no,yes,171668.2,no,no,25-34,6-10,no,Fair
15709653,497,France,Male,32,8,0.0,2,yes,no,67364.42,no,yes,25-34,6-10,no,Poor
15805104,743,France,Female,73,6,0.0,2,no,yes,107867.38,no,yes,65+,6-10,no,Very Good
15622442,619,France,Male,29,5,0.0,2,yes,no,194310.1,no,yes,25-34,3-5,no,Fair
15572801,639,Spain,Male,34,5,139393.19,2,no,no,33950.08,no,no,25-34,3-5,no,Fair
15767598,540,Spain,Male,28,8,0.0,2,no,no,197588.32,no,yes,25-34,6-10,no,Poor
15757897,766,France,Female,26,3,104258.8,1,yes,yes,428.23,no,no,25-34,3-5,no,Very Good
15568104,749,France,Female,26,6,0.0,2,no,yes,34948.77,no,yes,25-34,6-10,no,Very Good
15763414,655,Germany,Male,32,9,113447.01,1,yes,no,82084.3,no,no,25-34,6-10,yes,Fair
15732265,630,France,Male,33,9,0.0,2,yes,no,64804.59,no,yes,25-34,6-10,no,Fair
15621974,778,Germany,Female,33,4,111063.73,2,yes,no,83556.65,no,no,25-34,3-5,no,Very Good
15803947,757,Germany,Female,30,6,161378.02,1,no,no,71926.28,yes,no,25-34,6-10,yes,Very Good
15720706,529,Spain,Female,39,2,82766.43,1,yes,yes,122925.44,no,no,35-44,1-2,no,Poor
15759290,620,Spain,Male,29,9,0.0,2,yes,no,13133.88,no,yes,25-34,6-10,no,Fair
15651664,615,France,Female,61,1,104267.7,1,yes,no,62845.64,yes,no,55-64,1-2,yes,Fair
15795132,735,France,Female,25,3,91718.8,1,no,no,28411.23,no,no,<25,3-5,yes,Good
15811565,705,Spain,Female,47,3,63488.7,1,no,yes,28640.92,yes,no,45-54,3-5,no,Good
15713774,644,Spain,Female,46,6,12459.19,1,no,no,156787.34,yes,no,45-54,6-10,yes,Fair
15691840,505,Germany,Female,37,6,159863.9,2,no,yes,125307.87,no,no,35-44,6-10,no,Poor
15682021,471,Germany,Male,23,6,104592.55,2,yes,no,131736.23,no,no,<25,6-10,no,Poor
15612931,722,Spain,Female,50,4,132088.59,1,yes,yes,128262.14,no,no,45-54,3-5,no,Good
15676707,577,Spain,Female,39,4,0.0,2,yes,no,91366.42,no,yes,35-44,3-5,no,Poor
15601383,744,Spain,Male,44,5,120654.68,1,yes,no,82290.81,no,no,35-44,3-5,yes,Very Good
15662662,573,France,Female,30,6,0.0,2,yes,no,66190.21,no,yes,25-34,6-10,no,Poor
15752694,653,France,Female,32,4,83772.95,1,no,yes,23920.65,no,no,25-34,3-5,no,Fair
15590683,660,France,Female,31,6,172325.67,1,no,yes,45438.38,no,no,25-34,6-10,no,Fair
15773591,787,France,Male,46,7,117685.31,2,yes,yes,93360.35,no,no,45-54,6-10,no,Very Good
15723620,617,France,Male,41,7,0.0,2,no,yes,14496.67,no,yes,35-44,6-10,no,Fair
15671779,567,France,Male,39,5,0.0,2,no,no,168521.72,no,yes,35-44,3-5,no,Poor
15672966,682,Spain,Female,64,9,0.0,2,yes,yes,103318.44,no,yes,55-64,6-10,no,Good
15624667,684,France,Male,35,6,135871.5,1,yes,yes,87219.41,no,no,25-34,6-10,no,Good
15812888,447,France,Male,41,3,0.0,4,yes,yes,197490.39,yes,yes,35-44,3-5,no,Poor
15724154,625,Germany,Female,49,4,128504.76,1,yes,no,126812.63,yes,no,45-54,3-5,yes,Fair
15749540,585,France,Male,36,7,0.0,2,yes,no,94283.09,no,yes,35-44,6-10,no,Fair
15621063,516,France,Female,42,8,56228.25,1,yes,no,46857.52,no,no,35-44,6-10,yes,Poor
15661626,732,Germany,Female,45,6,98792.4,1,yes,no,81491.7,yes,no,35-44,6-10,yes,Good
15698703,628,Germany,Male,40,5,181768.32,2,yes,yes,129107.97,no,no,35-44,3-5,no,Fair
15801431,682,Spain,Female,48,9,101198.01,1,yes,yes,49732.9,no,no,45-54,6-10,no,Good
15649451,746,France,Male,25,9,0.0,2,no,yes,88728.47,no,yes,<25,6-10,no,Very Good
15626156,655,France,Female,60,3,0.0,2,yes,yes,86981.45,no,yes,55-64,3-5,no,Fair
15606158,644,France,Female,39,9,0.0,1,yes,no,3740.93,no,yes,35-44,6-10,yes,Fair
15589496,778,France,Male,34,5,139064.06,2,no,no,67949.32,no,no,25-34,3-5,no,Very Good
15730345,617,France,Female,35,2,104508.1,1,yes,yes,147636.46,no,no,25-34,1-2,no,Fair
15572038,660,Germany,Male,35,9,113948.58,1,yes,no,188891.96,yes,no,25-34,6-10,yes,Fair
15643439,537,France,Male,47,10,0.0,2,no,yes,25482.62,no,yes,45-54,6-10,no,Poor
15604158,554,France,Female,39,10,0.0,2,yes,yes,18391.93,no,yes,35-44,6-10,no,Poor
15657396,806,France,Male,31,9,0.0,2,no,yes,140168.36,no,yes,25-34,6-10,no,Excellent
15709478,611,Germany,Male,37,1,117524.72,2,no,yes,161064.29,no,no,35-44,1-2,no,Fair
15628824,665,France,Female,37,5,160389.82,1,no,yes,183542.08,no,no,35-44,3-5,no,Fair
15814519,648,France,Female,37,7,0.0,2,yes,no,194238.92,no,yes,35-44,6-10,no,Fair
15636520,692,France,Male,27,1,125547.53,1,no,no,7900.46,no,no,25-34,1-2,yes,Good
15794414,507,Spain,Male,46,6,92783.68,1,yes,yes,51424.29,no,no,45-54,6-10,no,Poor
15643671,696,Germany,Male,49,5,97036.22,2,yes,no,152450.84,yes,no,45-54,3-5,no,Good
15700650,681,France,Male,34,3,0.0,2,no,no,55816.2,no,yes,25-34,3-5,no,Good
15680224,687,France,Female,26,6,0.0,2,yes,yes,32909.13,no,yes,25-34,6-10,no,Good
15784286,641,Spain,Male,40,5,102145.13,1,yes,yes,100637.07,no,no,35-44,3-5,no,Fair
15693996,507,France,Female,33,1,113452.66,1,no,no,142911.99,no,no,25-34,1-2,yes,Poor
15764343,688,Spain,Female,46,8,155681.72,1,yes,no,26287.21,no,no,45-54,6-10,yes,Good
15704168,535,Germany,Male,38,8,127475.24,1,no,no,60775.76,yes,no,35-44,6-10,yes,Poor
15680197,701,France,Male,41,10,0.0,2,yes,yes,146257.77,no,yes,35-44,6-10,no,Good
15633729,488,France,Male,43,10,112751.13,1,yes,yes,28332.0,no,no,35-44,6-10,no,Poor
15577683,539,France,Female,29,4,0.0,2,yes,yes,100919.19,no,yes,25-34,3-5,no,Poor
15800746,674,France,Male,45,7,144889.18,1,yes,yes,102591.9,yes,no,35-44,6-10,no,Good
15788686,538,Spain,Male,40,8,0.0,2,yes,yes,25554.4,no,yes,35-44,6-10,no,Poor
15742798,829,France,Female,22,7,150126.44,1,yes,no,152107.93,yes,no,<25,6-10,yes,Excellent
15596647,768,France,Male,54,8,69712.74,1,yes,yes,69381.05,no,no,45-54,6-10,no,Very Good
15756070,585,Spain,Female,44,4,0.0,2,no,yes,101728.46,no,yes,35-44,3-5,no,Fair
15775116,581,France,Male,31,3,0.0,2,no,no,89040.61,no,yes,25-34,3-5,no,Fair
15575428,682,Germany,Female,35,2,117438.92,2,yes,yes,16910.98,no,no,25-34,1-2,no,Good
15654074,653,France,Male,38,8,119315.75,1,yes,no,150468.35,no,no,35-44,6-10,yes,Fair
15695872,712,France,Female,30,1,89571.59,1,yes,yes,177613.19,no,no,25-34,1-2,no,Good
15568885,620,Germany,Female,34,8,102251.57,1,yes,no,120672.09,no,no,25-34,6-10,yes,Fair
15725036,709,France,Male,42,9,118546.71,1,no,yes,77142.85,no,no,35-44,6-10,no,Good
15632665,832,France,Male,61,2,0.0,1,no,yes,127804.66,yes,yes,55-64,1-2,no,Excellent
15571476,635,Spain,Male,38,0,103257.14,1,no,no,158344.63,no,no,35-44,0,yes,Fair
15776850,749,Spain,Female,43,1,124209.02,1,yes,yes,167179.48,no,no,35-44,1-2,no,Very Good
